,grayscale,type
810,[[0.01197138 0.01233691 0.01197138 ... 0.00054831 0.00054831 0.00036554]],Type_2
811,"[[9.61796463e-05 9.61796463e-05 9.61796463e-05 ... 2.88538939e-04
  2.88538939e-04 1.92359293e-04]]",Type_2
812,[[0.00352691 0.00361088 0.00445062 ... 0.01318391 0.0103288  0.00680189]],Type_2
813,[[0.01342788 0.01375144 0.01383233 ... 0.0008898  0.00105158 0.00056624]],Type_2
814,"[[1.40702936e-04 7.03514679e-05 2.11054404e-04 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
815,[[0.00271439 0.00380015 0.00316679 ... 0.00280487 0.00452398 0.00307631]],Type_2
816,[[0.00959894 0.01016777 0.01094991 ... 0.00888791 0.00810577 0.00782136]],Type_2
817,[[0.00011331 0.00011331 0.         ... 0.00011331 0.         0.00011331]],Type_2
818,[[0. 0. 0. ... 0. 0. 0.]],Type_2
819,[[0.01045419 0.01066327 0.00996632 ... 0.00878152 0.00815427 0.00759671]],Type_2
820,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.90165453e-05
  8.90165453e-05 8.90165453e-05]]",Type_2
821,"[[9.74110929e-05 9.74110929e-05 0.00000000e+00 ... 4.87055465e-04
  3.89644372e-04 3.89644372e-04]]",Type_2
822,[[0.00456425 0.00463787 0.00419616 ... 0.01163147 0.01170509 0.01214679]],Type_2
823,"[[8.07704137e-05 1.61540827e-04 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
824,[[0.0003498  0.0001749  0.0003498  ... 0.00043725 0.0003498  0.0003498 ]],Type_2
825,[[0.00047013 0.00075221 0.00018805 ... 0.00018805 0.00028208 0.00028208]],Type_2
826,[[0.00038962 0.00077924 0.00097405 ... 0.00262994 0.00282475 0.00262994]],Type_2
827,[[0.00020022 0.         0.00060066 ... 0.00740816 0.00750827 0.00720794]],Type_2
828,[[0.0176937  0.01684213 0.01759908 ... 0.00813721 0.00463632 0.00255471]],Type_2
829,[[0.00355247 0.0046743  0.00280458 ... 0.00972255 0.0107509  0.01056392]],Type_2
830,[[0.0002734 0.0002734 0.0002734 ... 0.        0.        0.       ]],Type_2
831,[[0.00409356 0.0036842  0.00358186 ... 0.00122807 0.00173976 0.00225146]],Type_2
832,[[0.00861533 0.00737348 0.00760633 ... 0.00038808 0.00093139 0.001009  ]],Type_2
833,[[0.01107006 0.01118187 0.0107346  ... 0.01162915 0.01162915 0.0125237 ]],Type_2
834,[[0.00587649 0.00597127 0.00606606 ... 0.01270081 0.01260602 0.01298515]],Type_2
835,[[0.00047721 0.00047721 0.0002386  ... 0.0002386  0.0001193  0.00035791]],Type_2
836,"[[8.32514331e-05 8.32514331e-05 8.32514331e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
837,[[0.01160946 0.01145868 0.01130791 ... 0.00708629 0.00603089 0.00678475]],Type_2
838,"[[9.26173602e-05 2.77852081e-04 2.77852081e-04 ... 2.96375553e-03
  2.50066872e-03 2.22281664e-03]]",Type_2
839,[[0.01245879 0.0126098  0.01268531 ... 0.00890992 0.0086834  0.00921195]],Type_2
840,"[[1.88535045e-04 9.42675225e-05 1.88535045e-04 ... 9.42675225e-05
  9.42675225e-05 1.88535045e-04]]",Type_2
841,[[0.00127828 0.00153394 0.00127828 ... 0.01482804 0.01474282 0.01465761]],Type_2
842,[[0.00343584 0.00535199 0.00574843 ... 0.00521984 0.00469125 0.00528591]],Type_2
843,[[0.01162698 0.01190827 0.01200204 ... 0.00590725 0.00581349 0.00562596]],Type_2
844,"[[0.00000000e+00 0.00000000e+00 7.52772519e-05 ... 2.25831756e-04
  7.52772519e-05 7.52772519e-05]]",Type_2
845,"[[0.00000000e+00 9.41750222e-05 0.00000000e+00 ... 2.82525067e-04
  1.88350044e-04 0.00000000e+00]]",Type_2
846,[[0. 0. 0. ... 0. 0. 0.]],Type_2
847,"[[1.69824798e-04 8.49123991e-05 1.69824798e-04 ... 2.54737197e-04
  8.49123991e-05 1.69824798e-04]]",Type_2
848,[[0.         0.00032949 0.00024712 ... 0.00222405 0.0023888  0.00280066]],Type_2
849,[[0. 0. 0. ... 0. 0. 0.]],Type_2
850,[[0. 0. 0. ... 0. 0. 0.]],Type_2
851,[[0.01182293 0.01259065 0.01236033 ... 0.01143906 0.01320483 0.01489382]],Type_2
852,[[0.0109567  0.0108737  0.01145474 ... 0.00796851 0.0077195  0.00730447]],Type_2
853,[[0.00471004 0.00445313 0.00488132 ... 0.00325421 0.00393931 0.00471004]],Type_2
854,"[[7.55316288e-05 7.55316288e-05 7.55316288e-05 ... 0.00000000e+00
  0.00000000e+00 7.55316288e-05]]",Type_2
855,[[0. 0. 0. ... 0. 0. 0.]],Type_2
856,[[0.00404353 0.0068429  0.0080093  ... 0.00311041 0.00458785 0.00303265]],Type_2
857,"[[9.19534344e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
858,"[[4.31564573e-04 8.63129147e-05 8.63129147e-05 ... 1.72625829e-04
  1.72625829e-04 2.58938744e-04]]",Type_2
859,[[0.00703089 0.00729455 0.00843707 ... 0.01344659 0.01195252 0.01239195]],Type_2
860,"[[0.00000000e+00 8.55210509e-05 0.00000000e+00 ... 8.55210509e-05
  8.55210509e-05 8.55210509e-05]]",Type_2
861,[[0.01097419 0.01179045 0.01160906 ... 0.00716496 0.00798123 0.00707427]],Type_2
862,"[[7.82580997e-05 7.82580997e-05 0.00000000e+00 ... 7.82580997e-05
  0.00000000e+00 0.00000000e+00]]",Type_2
863,[[0.01945268 0.01863838 0.01755265 ... 0.01501928 0.01501928 0.01474785]],Type_2
864,[[0.01213927 0.01246084 0.0140687  ... 0.0140687  0.01270202 0.01213927]],Type_2
865,[[0.01236921 0.01229893 0.01222865 ... 0.01258005 0.01286117 0.01286117]],Type_2
866,"[[0.00000000e+00 8.55193403e-05 0.00000000e+00 ... 8.55193403e-05
  0.00000000e+00 0.00000000e+00]]",Type_2
867,[[0.00011289 0.         0.         ... 0.         0.         0.        ]],Type_2
868,[[0.00074157 0.00065918 0.00074157 ... 0.00049438 0.00107116 0.00107116]],Type_2
869,"[[9.50524848e-05 9.50524848e-05 9.50524848e-05 ... 9.50524848e-05
  3.80209939e-04 0.00000000e+00]]",Type_2
870,"[[8.33905473e-05 8.33905473e-05 2.50171642e-04 ... 8.33905473e-05
  1.66781095e-04 2.50171642e-04]]",Type_2
871,[[0.00987941 0.00997441 0.00997441 ... 0.00541468 0.00541468 0.00522469]],Type_2
872,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.12730678e-05
  0.00000000e+00 1.62546136e-04]]",Type_2
873,"[[0.00000000e+00 8.47931938e-05 8.47931938e-05 ... 1.69586388e-04
  1.69586388e-04 0.00000000e+00]]",Type_2
874,[[0. 0. 0. ... 0. 0. 0.]],Type_2
875,[[0.00663565 0.00291037 0.00500584 ... 0.00605358 0.0054715  0.0054715 ]],Type_2
876,[[0.00734797 0.00998008 0.01612167 ... 0.01963114 0.02061818 0.01963114]],Type_2
877,[[0. 0. 0. ... 0. 0. 0.]],Type_2
878,[[0.00511494 0.00606857 0.00667543 ... 0.0140444  0.01283069 0.0112702 ]],Type_2
879,[[0.00271472 0.00318278 0.00439973 ... 0.00954834 0.00861223 0.00861223]],Type_2
880,[[0.00857529 0.00818193 0.00810326 ... 0.00652981 0.0068445  0.00794592]],Type_2
881,"[[7.81309666e-03 8.22431227e-03 7.97758290e-03 ... 8.22431227e-05
  0.00000000e+00 1.64486245e-04]]",Type_2
882,"[[1.95883647e-04 9.79418236e-05 1.95883647e-04 ... 9.79418236e-05
  9.79418236e-05 2.93825471e-04]]",Type_2
883,[[0.01110495 0.02015975 0.02161194 ... 0.00170845 0.00085423 0.00051254]],Type_2
884,"[[1.70843003e-04 8.54215013e-05 8.54215013e-05 ... 8.54215013e-05
  8.54215013e-05 0.00000000e+00]]",Type_2
885,[[0.01015179 0.0103741  0.0105964  ... 0.00059281 0.0004446  0.0002964 ]],Type_2
886,[[0.00927176 0.010078   0.01048112 ... 0.00282184 0.00221716 0.00231794]],Type_2
887,[[0.0043028  0.00470619 0.00457172 ... 0.00457172 0.0053785  0.00564742]],Type_2
888,[[0.00542521 0.01167242 0.01446722 ... 0.01685102 0.01701542 0.01652222]],Type_2
889,[[0.00452148 0.00426063 0.00391282 ... 0.00547795 0.00565185 0.00452148]],Type_2
890,[[0.00908869 0.00819472 0.00856721 ... 0.01028065 0.00990816 0.00968467]],Type_2
891,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.94112322e-05
  7.94112322e-05 0.00000000e+00]]",Type_2
892,"[[1.96181913e-04 1.96181913e-04 9.80909567e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
893,"[[0.00000000e+00 7.77006857e-05 7.77006857e-05 ... 0.00000000e+00
  7.77006857e-05 0.00000000e+00]]",Type_2
894,[[0. 0. 0. ... 0. 0. 0.]],Type_2
895,[[0.00480216 0.00480216 0.0054533  ... 0.00032557 0.00032557 0.00032557]],Type_2
896,"[[1.70406988e-04 8.52034939e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
897,[[0.01431165 0.01544152 0.01717398 ... 0.00143117 0.00082857 0.00015065]],Type_2
898,[[0.00136658 0.00290398 0.00316022 ... 0.00538091 0.00691831 0.00751619]],Type_2
899,[[0.0093552  0.00764511 0.00794689 ... 0.02384066 0.02424303 0.02374007]],Type_2
900,"[[9.28758223e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
901,[[0.02078813 0.02078813 0.02078813 ... 0.00815396 0.00627228 0.00618268]],Type_2
902,[[0.0182081  0.01795867 0.01779239 ... 0.00374139 0.00382453 0.00382453]],Type_2
903,[[0.0035894  0.00348969 0.00388851 ... 0.00049853 0.00049853 0.        ]],Type_2
904,[[0.01269816 0.01285493 0.01269816 ... 0.00086222 0.00109737 0.00101899]],Type_2
905,"[[1.59711539e-04 7.98557694e-05 7.98557694e-05 ... 1.99639424e-03
  1.75682693e-03 1.75682693e-03]]",Type_2
906,[[0.00148799 0.00230639 0.00297598 ... 0.00215759 0.00178559 0.00126479]],Type_2
907,[[0.01853608 0.01829535 0.01805462 ... 0.01003035 0.00842549 0.00633918]],Type_2
908,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.90383773e-05
  0.00000000e+00 1.98076755e-04]]",Type_2
909,[[0.00679082 0.00670263 0.00696721 ... 0.00899563 0.0082019  0.00767274]],Type_2
910,[[0.00032155 0.00021437 0.00032155 ... 0.00278676 0.00257239 0.00267957]],Type_2
911,"[[1.49860344e-03 2.16464942e-03 2.24790516e-03 ... 8.32557468e-05
  8.32557468e-05 8.32557468e-05]]",Type_2
912,"[[9.05938245e-05 9.05938245e-05 1.81187649e-04 ... 9.05938245e-05
  1.81187649e-04 1.81187649e-04]]",Type_2
913,[[0.00122861 0.00184291 0.00193067 ... 0.00508995 0.00421237 0.00254497]],Type_2
914,[[0.0024847  0.00561758 0.00637379 ... 0.00831834 0.01058698 0.01274759]],Type_2
915,[[0.00010035 0.         0.00010035 ... 0.         0.         0.        ]],Type_2
916,[[0.00805032 0.00775216 0.0081497  ... 0.01192639 0.01152885 0.01033621]],Type_2
917,[[0.01386771 0.01395604 0.01316108 ... 0.02058075 0.02058075 0.02058075]],Type_2
918,[[0.00795452 0.00767378 0.00767378 ... 0.00280748 0.00243315 0.00205882]],Type_2
919,[[0.00011646 0.         0.         ... 0.         0.         0.        ]],Type_2
920,[[0. 0. 0. ... 0. 0. 0.]],Type_2
921,[[0. 0. 0. ... 0. 0. 0.]],Type_2
922,[[0.00011132 0.00011132 0.00033397 ... 0.00734726 0.0075699  0.00512081]],Type_2
923,[[0.00031221 0.00020814 0.00010407 ... 0.         0.         0.        ]],Type_2
924,[[0.00179461 0.00236134 0.0028336  ... 0.00538384 0.00528939 0.00491158]],Type_2
925,[[0.0046285  0.00516256 0.00534058 ... 0.00952404 0.00907899 0.00809988]],Type_2
926,[[0.0063909  0.00649398 0.00649398 ... 0.01051406 0.01051406 0.00968943]],Type_2
927,"[[2.84756783e-04 9.49189277e-05 1.89837855e-04 ... 1.89837855e-04
  1.89837855e-04 9.49189277e-05]]",Type_2
928,[[0. 0. 0. ... 0. 0. 0.]],Type_2
929,[[0.00572037 0.00579873 0.00564201 ... 0.00023508 0.         0.00031344]],Type_2
930,[[0. 0. 0. ... 0. 0. 0.]],Type_2
931,[[0.00349139 0.00446122 0.00523708 ... 0.01251081 0.01008623 0.00795261]],Type_2
932,[[0.01393062 0.01393062 0.01323059 ... 0.00749033 0.00707031 0.00770034]],Type_2
933,[[0. 0. 0. ... 0. 0. 0.]],Type_2
934,[[0.0032657  0.00282439 0.00273613 ... 0.00670792 0.00529573 0.00379527]],Type_2
935,[[0.01221946 0.01241978 0.01241978 ... 0.0042067  0.00330526 0.00310494]],Type_2
936,[[0.00010758 0.00021515 0.00021515 ... 0.00021515 0.00010758 0.        ]],Type_2
937,[[0.01032005 0.00925528 0.00827242 ... 0.00548765 0.00221144 0.00122858]],Type_2
938,[[0.01431188 0.01465757 0.01507241 ... 0.00311128 0.00276558 0.00186677]],Type_2
939,"[[9.38920242e-05 0.00000000e+00 9.38920242e-05 ... 9.38920242e-04
  7.51136194e-04 2.81676073e-04]]",Type_2
940,[[0.00817344 0.0080795  0.00751581 ... 0.00037579 0.0001879  0.0001879 ]],Type_2
941,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.48176628e-05
  0.00000000e+00 0.00000000e+00]]",Type_2
942,[[0.         0.         0.         ... 0.00022592 0.         0.        ]],Type_2
943,[[0. 0. 0. ... 0. 0. 0.]],Type_2
944,"[[0.00000000e+00 8.76026243e-05 8.76026243e-05 ... 0.00000000e+00
  8.76026243e-05 8.76026243e-05]]",Type_2
945,[[0.0002564  0.00042733 0.0002564  ... 0.0002564  0.00017093 0.00017093]],Type_2
946,[[0.00642615 0.00740641 0.00838667 ... 0.00348537 0.00272295 0.00217836]],Type_2
947,"[[0.00000000e+00 1.77990149e-04 8.89950744e-05 ... 0.00000000e+00
  8.89950744e-05 0.00000000e+00]]",Type_2
948,"[[2.66781567e-04 1.33390783e-04 2.00086175e-04 ... 2.00086175e-04
  6.66953917e-05 0.00000000e+00]]",Type_2
949,[[0.01131    0.01105867 0.01139378 ... 0.00569689 0.00477533 0.00410511]],Type_2
950,[[0. 0. 0. ... 0. 0. 0.]],Type_2
951,[[0.01344521 0.0136882  0.01393118 ... 0.00016199 0.00032398 0.00097194]],Type_2
952,[[0. 0. 0. ... 0. 0. 0.]],Type_2
953,[[0.00513107 0.00523797 0.00705522 ... 0.00224484 0.00160346 0.00256553]],Type_2
954,[[0.00062572 0.00025029 0.00025029 ... 0.00112629 0.00025029 0.00037543]],Type_2
955,"[[0.00000000e+00 6.96182874e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
956,[[0.00492261 0.00526604 0.00686875 ... 0.00721219 0.00801354 0.00961625]],Type_2
957,"[[0.00000000e+00 9.01978711e-05 9.01978711e-05 ... 9.01978711e-05
  9.01978711e-05 9.01978711e-05]]",Type_2
958,[[0.00705627 0.00856266 0.00967264 ... 0.00356778 0.00356778 0.00317136]],Type_2
959,[[0.0003533  0.00011777 0.00011777 ... 0.00023553 0.00047106 0.00023553]],Type_2
960,"[[1.66303260e-04 1.66303260e-04 1.66303260e-04 ... 8.31516299e-05
  8.31516299e-05 1.66303260e-04]]",Type_2
961,[[0.         0.00010896 0.         ... 0.         0.00010896 0.00021791]],Type_2
962,[[0.00027536 0.00018357 0.00018357 ... 0.00018357 0.00027536 0.00018357]],Type_2
963,[[0.01418676 0.01393932 0.01385684 ... 0.00536128 0.00635105 0.0056912 ]],Type_2
964,"[[8.82613482e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
965,"[[9.05220193e-05 1.81044039e-04 9.05220193e-05 ... 9.05220193e-05
  3.62088077e-04 1.81044039e-04]]",Type_2
966,[[0.01200146 0.01149231 0.01171052 ... 0.01011032 0.00996485 0.00967391]],Type_2
967,[[0.00032957 0.00010986 0.00032957 ... 0.00032957 0.00010986 0.00010986]],Type_2
968,[[0.01158947 0.00953328 0.01205679 ... 0.01093523 0.01065484 0.00887903]],Type_2
969,[[0.01032165 0.01065195 0.01098224 ... 0.00883534 0.00867019 0.00875276]],Type_2
970,[[0.00217103 0.00183703 0.00208753 ... 0.00342355 0.00384106 0.00609559]],Type_2
971,[[0.00036477 0.00072954 0.00091192 ... 0.00738657 0.00674823 0.00583631]],Type_2
972,[[0.00433165 0.00389848 0.00400678 ... 0.00357361 0.00324874 0.00238241]],Type_2
973,[[0. 0. 0. ... 0. 0. 0.]],Type_2
974,"[[1.76485767e-04 1.76485767e-04 3.52971533e-04 ... 2.64728650e-04
  2.64728650e-04 8.82428833e-05]]",Type_2
975,[[0.0117129  0.01202114 0.01202114 ... 0.00339058 0.00346764 0.00339058]],Type_2
976,[[0.00094809 0.00196391 0.00250567 ... 0.00433414 0.00426642 0.00426642]],Type_2
977,[[0.         0.         0.         ... 0.         0.         0.00010104]],Type_2
978,[[0. 0. 0. ... 0. 0. 0.]],Type_2
979,[[0.00048168 0.00048168 0.00048168 ... 0.00305064 0.0036126  0.00369288]],Type_2
980,[[0.00017243 0.00017243 0.00017243 ... 0.00017243 0.00025864 0.00025864]],Type_2
981,[[0.00025564 0.00025564 0.00025564 ... 0.00012782 0.00012782 0.00012782]],Type_2
982,[[0.01129978 0.01129978 0.01150338 ... 0.00916198 0.01007818 0.01068898]],Type_2
983,[[0.01115621 0.01095213 0.01136029 ... 0.01149634 0.01136029 0.01136029]],Type_2
984,[[0.00458383 0.00603723 0.00715524 ... 0.00268322 0.00268322 0.00245961]],Type_2
985,[[0.00010272 0.         0.         ... 0.         0.         0.00010272]],Type_2
986,[[0.00634137 0.00455786 0.00475602 ... 0.01971769 0.01872685 0.01684425]],Type_2
987,"[[1.61958446e-04 2.42937669e-04 1.61958446e-04 ... 3.23916892e-04
  1.61958446e-04 8.09792229e-05]]",Type_2
988,"[[8.06810625e-05 8.06810625e-05 3.22724250e-04 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
989,[[0.00327793 0.00300477 0.00346003 ... 0.00610058 0.00546321 0.00491689]],Type_2
990,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.59876378e-04
  7.99381888e-05 7.99381888e-05]]",Type_2
991,[[0.         0.         0.00024856 ... 0.         0.         0.00012428]],Type_2
992,[[0.00482182 0.00474764 0.00497019 ... 0.00140946 0.00111273 0.00192873]],Type_2
993,[[0.         0.00010098 0.         ... 0.         0.         0.00010098]],Type_2
994,[[0.01101812 0.01101812 0.0111341  ... 0.01496145 0.01530939 0.01554135]],Type_2
995,[[0. 0. 0. ... 0. 0. 0.]],Type_2
996,[[0.00169999 0.0019684  0.00178946 ... 0.00214735 0.00178946 0.00223682]],Type_2
997,[[0. 0. 0. ... 0. 0. 0.]],Type_2
998,"[[0.00000000e+00 9.79553789e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_2
999,"[[8.82778495e-05 8.82778495e-05 8.82778495e-05 ... 8.82778495e-05
  1.76555699e-04 0.00000000e+00]]",Type_2
1000,"[[1.80538322e-04 1.80538322e-04 2.70807483e-04 ... 9.02691609e-05
  0.00000000e+00 0.00000000e+00]]",Type_2
1001,[[0.0001846  0.00036919 0.0001846  ... 0.0001846  0.00055379 0.0001846 ]],Type_2
1002,[[0.00645877 0.00426936 0.00361253 ... 0.0063493  0.00733454 0.00667771]],Type_2
1003,[[0.0034379  0.00373258 0.00461661 ... 0.00108048 0.00108048 0.00088403]],Type_2
1004,[[0.00569788 0.00549439 0.00600313 ... 0.0048839  0.00315419 0.00264545]],Type_2
1005,"[[2.73019925e-04 1.82013284e-04 1.82013284e-04 ... 9.10066418e-05
  1.82013284e-04 9.10066418e-05]]",Type_2
1006,[[0.00040551 0.00020275 0.00050689 ... 0.00152066 0.00162204 0.00131791]],Type_2
1007,[[0.0011381  0.00170715 0.00161231 ... 0.00104326 0.00075873 0.00075873]],Type_2
1008,[[0.00838001 0.00815042 0.00792083 ... 0.00482137 0.00505096 0.00413261]],Type_2
1009,"[[9.61530092e-05 9.61530092e-05 9.61530092e-05 ... 9.61530092e-05
  9.61530092e-05 1.92306018e-04]]",Type_2
1010,"[[9.3658568e-05 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",Type_2
1011,[[0.00648134 0.00639005 0.00693777 ... 0.000639   0.00045643 0.00045643]],Type_2
1012,[[0.00674841 0.00718852 0.00770199 ... 0.01467046 0.01379023 0.01437705]],Type_2
1013,[[0.0053089  0.00490053 0.00522723 ... 0.0096377  0.01004608 0.00947435]],Type_2
1014,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.8951993e-05
  9.8951993e-05 9.8951993e-05]]",Type_2
1015,[[0. 0. 0. ... 0. 0. 0.]],Type_2
1016,[[0.0149324  0.01468353 0.01443466 ... 0.00323535 0.0031524  0.0037331 ]],Type_2
1017,"[[9.51496493e-05 9.51496493e-05 3.80598597e-04 ... 1.90299299e-04
  0.00000000e+00 0.00000000e+00]]",Type_2
1018,[[0.00255663 0.00246194 0.00435573 ... 0.00255663 0.00274601 0.00151504]],Type_2
1019,[[0. 0. 0. ... 0. 0. 0.]],Type_2
1020,[[0.01341171 0.01329088 0.01304923 ... 0.00314148 0.00338313 0.00374561]],Type_2
1021,[[0.         0.00023152 0.         ... 0.         0.00011576 0.        ]],Type_2
1022,[[0.         0.         0.00010817 ... 0.         0.         0.        ]],Type_2
1023,[[0.00052375 0.00039281 0.00078562 ... 0.00052375 0.00052375 0.00013094]],Type_2
1024,[[0. 0. 0. ... 0. 0. 0.]],Type_2
1025,[[0.00616789 0.00691552 0.00682207 ... 0.00878458 0.00981256 0.0095322 ]],Type_2
1026,"[[9.89953138e-05 1.97990628e-04 9.89953138e-05 ... 9.89953138e-05
  9.89953138e-05 9.89953138e-05]]",Type_2
1027,"[[1.74921552e-03 1.39937242e-03 2.18651940e-03 ... 0.00000000e+00
  8.74607760e-05 8.74607760e-05]]",Type_2
1028,[[0.00725991 0.00725991 0.00741774 ... 0.00023674 0.00039456 0.00047347]],Type_2
1029,"[[2.62218367e-04 1.74812245e-04 1.74812245e-04 ... 8.74061224e-05
  8.74061224e-05 8.74061224e-05]]",Type_2
1030,[[0.01582955 0.01445766 0.01509084 ... 0.00474887 0.00369356 0.00316591]],Type_2
1031,[[0.00606804 0.00606804 0.00663692 ... 0.00369771 0.00464584 0.00407696]],Type_3
1032,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1033,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 9.85127577e-05]]",Type_3
1034,[[0.00031919 0.00031919 0.00031919 ... 0.00031919 0.00039899 0.00015959]],Type_3
1035,[[0.01129049 0.01136944 0.01081676 ... 0.00552681 0.00584263 0.00757963]],Type_3
1036,[[0.00705384 0.0084814  0.00932114 ... 0.00193141 0.00209936 0.00201538]],Type_3
1037,"[[0.00000000e+00 7.16082332e-05 7.16082332e-05 ... 7.16082332e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1038,"[[1.75236712e-04 8.76183559e-05 0.00000000e+00 ... 1.75236712e-04
  4.38091780e-04 8.76183559e-05]]",Type_3
1039,[[0.01987316 0.01643645 0.0147928  ... 0.0121032  0.01270089 0.0161376 ]],Type_3
1040,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1041,"[[1.85213188e-04 9.26065938e-05 9.26065938e-05 ... 1.85213188e-04
  1.85213188e-04 1.85213188e-04]]",Type_3
1042,"[[0.00000000e+00 0.00000000e+00 7.74426354e-05 ... 7.74426354e-05
  7.74426354e-05 7.74426354e-05]]",Type_3
1043,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.7050614e-05
  9.7050614e-05 9.7050614e-05]]",Type_3
1044,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1045,[[0.00256299 0.00351225 0.00313255 ... 0.00588539 0.00531583 0.00398688]],Type_3
1046,[[0.00010021 0.         0.         ... 0.         0.         0.        ]],Type_3
1047,[[0.         0.00011342 0.         ... 0.         0.         0.        ]],Type_3
1048,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1049,"[[8.23083104e-05 1.64616621e-04 3.29233242e-04 ... 8.23083104e-05
  8.23083104e-05 8.23083104e-05]]",Type_3
1050,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1051,[[0.00927252 0.00951979 0.00902526 ... 0.00630532 0.00556351 0.00556351]],Type_3
1052,[[0.00071278 0.0009979  0.00114045 ... 0.00014256 0.         0.00014256]],Type_3
1053,[[0.00684837 0.0062369  0.0063592  ... 0.00709295 0.00525857 0.00366877]],Type_3
1054,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1055,[[0.00114006 0.00066504 0.00133008 ... 0.0088355  0.00712541 0.00978556]],Type_3
1056,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1057,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1058,"[[0.00000000e+00 1.73489543e-04 0.00000000e+00 ... 8.67447714e-05
  1.73489543e-04 0.00000000e+00]]",Type_3
1059,[[0.00371212 0.00379461 0.00354714 ... 0.         0.00024747 0.00016498]],Type_3
1060,[[0.00010901 0.         0.00010901 ... 0.         0.         0.        ]],Type_3
1061,[[0.01157605 0.01206656 0.01236086 ... 0.01079123 0.01108554 0.01137984]],Type_3
1062,[[0.01733545 0.01680747 0.01751144 ... 0.00747976 0.00703978 0.0061598 ]],Type_3
1063,[[0.00031734 0.00042312 0.0005289  ... 0.00772187 0.00772187 0.00782765]],Type_3
1064,[[0.         0.00010173 0.         ... 0.         0.         0.        ]],Type_3
1065,"[[9.01213882e-05 1.80242776e-04 1.80242776e-04 ... 1.80242776e-04
  1.80242776e-04 9.01213882e-05]]",Type_3
1066,[[0.01151035 0.01099496 0.01039367 ... 0.00403721 0.0043808  0.00481029]],Type_3
1067,"[[0.00000000e+00 9.51075123e-05 9.51075123e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1068,[[0.012454   0.01255865 0.01203538 ... 0.01140744 0.00920968 0.00763985]],Type_3
1069,[[0.0018967  0.00234298 0.00200827 ... 0.00278927 0.00323555 0.0018967 ]],Type_3
1070,[[0.00034769 0.00034769 0.00043461 ... 0.00043461 0.00017384 0.00017384]],Type_3
1071,"[[0.00000000e+00 9.41476886e-05 1.88295377e-04 ... 9.41476886e-05
  1.88295377e-04 1.88295377e-04]]",Type_3
1072,[[0.0037485  0.00401625 0.00415012 ... 0.01365524 0.01365524 0.01204874]],Type_3
1073,[[0.01584121 0.01592458 0.01567446 ... 0.00316824 0.00325162 0.00316824]],Type_3
1074,[[0.00509857 0.00474285 0.00509857 ... 0.0144657  0.01292427 0.01256856]],Type_3
1075,[[0.00019797 0.00019797 0.00019797 ... 0.00019797 0.00019797 0.        ]],Type_3
1076,[[0.00727631 0.00744752 0.00753312 ... 0.0023969  0.00214009 0.00162647]],Type_3
1077,"[[8.41921651e-05 0.00000000e+00 0.00000000e+00 ... 8.41921651e-05
  0.00000000e+00 8.41921651e-05]]",Type_3
1078,"[[1.26782882e-03 1.34706812e-03 1.98098254e-03 ... 7.92393015e-05
  1.58478603e-04 1.58478603e-04]]",Type_3
